name	genre	type	episodes	rating
Miracle Girls	Drama, Magic, Shoujo	TV	51	7.28
Urusei Yatsura: Haru da, Tobidase!	Action, Adventure, Comedy, Drama, Romance, Sci-Fi	Special	2	7.01
Hyakko	Comedy, School, Slice of Life	TV	13	7.34
Mouretsu Pirates	Sci-Fi, Space	TV	26	7.24
Pokemon XY&amp;Z Specials	Action, Adventure, Comedy, Fantasy, Kids	Special	2	7.05
Ansatsu Kyoushitsu: 365-nichi no Jikan	Action, Comedy, School, Shounen	Movie	1	7.72
Bishoujo Senshi Sailor Moon R	Demons, Magic, Romance, Shoujo	TV	43	7.74
Mermaid Melody Pichi Pichi Pitch	Adventure, Comedy, Magic, Romance, Shoujo	TV	52	7.11
Pikmin Short Movies	Fantasy, Kids	Movie	3	7.27
Dragon Ball Z Special 2: Zetsubou e no Hankou!! Nokosareta Chousenshi - Gohan to Trunks	Adventure, Drama, Fantasy, Shounen	Special	1	7.82
Mnemosyne: Mnemosyne no Musume-tachi	Action, Horror, Sci-Fi, Shoujo Ai, Supernatural	TV	6	7.5
Yume-iro Patissire SP Professional	Shoujo, Slice of Life	TV	13	7.82
Detective Conan Movie 15: Quarter of Silence	Adventure, Comedy, Mystery, Police, Shounen	Movie	1	8.13
Doraemon Movie 20: Nobita no Uchuu Hyouryuuki	Adventure, Comedy, Fantasy, Kids, Shounen, Space	Movie	1	7.29
Grimm Masterpiece Theater	Adventure, Comedy, Fantasy, Kids, Magic	TV	24	7.62
Toaru Majutsu no Index II	Action, Magic, Sci-Fi, Super Power	TV	24	7.84
Ginga Tetsudou no Yoru	Drama, Fantasy, Historical, Kids, Mystery	Movie	1	7.43
Yahari Ore no Seishun Love Comedy wa Machigatteiru.	Comedy, Drama, Romance, School	TV	13	8.12
Koitabi: True Tours Nanto	Romance	Special	6	7.09
Masuda Kousuke Gekijou Gag Manga Biyori	Comedy, Parody	TV	12	7.4
Puchimas!: Petit iDOLM@STER	Comedy, Slice of Life	ONA	64	7.26
Nekomonogatari: Kuro	Comedy, Romance, Supernatural	TV	4	8.06
Boku wa Tomodachi ga Sukunai Next	Comedy, Harem, Romance, School, Seinen, Slice of Life	TV	12	7.7
Wangan Midnight	Action, Cars, Seinen, Sports	TV	26	7.54
Galaxy Angel 3	Comedy, Sci-Fi	TV	26	7.44
Nazo no Kanojo X	Ecchi, Romance, School, Seinen	TV	13	7.4
Deltora Quest	Adventure, Fantasy, Kids	TV	65	7.11
Ichigo 100%: Koi ga Hajimaru?! Satsuei Gasshuku - Yureru Kokoro ga Higashi e Nishi e	Ecchi, Romance, Shounen	Special	1	7.02
Aoi Blink	Adventure, Fantasy	TV	39	7
Motto! Ojamajo Doremi: Kaeru Ishi no Himitsu	Kids, Magic, Shoujo	Movie	1	7.33
Shinreigari: Ghost Hound	Mystery, Psychological, Sci-Fi, Supernatural	TV	22	7.59
Kaitou Joker 3rd Season	Adventure, Comedy, Mystery, Shounen	TV	13	7.09
Kyou kara Maou! 3rd Series	Adventure, Comedy, Fantasy, Romance, Shoujo	TV	39	7.97
Solty Rei	Action, Sci-Fi, Super Power	TV	24	7.38
Pokemon: Mewtwo! Ware wa Koko ni Ari	Action, Adventure, Comedy, Drama, Fantasy, Kids	Special	1	7.14
One Piece: Heart of Gold	Action, Adventure, Comedy, Drama, Fantasy, Shounen	Special	1	7.75
Bishoujo Senshi Sailor Moon SuperS Special	Magic, Romance, Shoujo	Special	3	7.45
Densetsu Kyojin Ideon	Drama, Mecha, Sci-Fi, Space	TV	39	7.1
Matantei Loki Ragnarok	Comedy, Magic, Mystery, Shounen, Supernatural	TV	26	7.42
Ao no Exorcist: Kuro no Iede	Action, Demons, Fantasy, Shounen, Supernatural	Special	1	7.43
Gatchaman Crowds Insight: Inbound	Adventure, Sci-Fi	ONA	1	7.11
Juuni Kokuki	Action, Adventure, Fantasy, Magic, Supernatural	TV	45	8.16
Guilty Crown: 4-koma Gekijou	Comedy	Special	11	7.23
Lupin III: Touhou Kenbunroku - Another Page	Action, Adventure, Comedy, Mystery, Shounen	Special	1	7.01
Crayon Shin-chan Movie 11: Arashi wo Yobu Eikou no Yakiniku Road	Comedy, Ecchi, Kids, School, Shounen, Slice of Life	Movie	1	7.23
Fate/stay night: Unlimited Blade Works 2nd Season - Sunny Day	Action, Fantasy, Magic, Shounen, Supernatural	Special	1	7.44
Tokyo Godfathers	Comedy, Drama	Movie	1	8.32
Saenai Heroine no Sodatekata	Comedy, Ecchi, Harem, Romance, School	TV	12	7.69
Battle Programmer Shirase	Comedy, Ecchi, Sci-Fi	TV	15	7.07
Doraemon Movie 36: Shin Nobita no Nippon Tanjou	Adventure, Comedy, Fantasy, Kids, Shounen	Movie	1	7.27
Gatchaman Crowds Insight	Adventure, Sci-Fi	TV	12	7.47
Lupin III: Kiri no Elusive	Action, Adventure, Comedy, Shounen	Special	1	7.06
Zoids Genesis	Action, Adventure, Comedy, Mecha, Military	TV	50	7.38
Takanashi Rikka Kai: Chuunibyou demo Koi ga Shitai! Movie	Comedy, Drama, Romance, School, Slice of Life	Movie	1	7.37
Nerawareta Gakuen	Romance, School, Sci-Fi	Movie	1	7.28
Ginga Eiyuu Densetsu: Waga Yuku wa Hoshi no Taikai	Action, Historical, Military, Sci-Fi, Space	Movie	1	8.09
Cross Ange: Tenshi to Ryuu no Rondo	Action, Mecha, Sci-Fi	TV	25	7.47
JoJo no Kimyou na Bouken: Phantom Blood	Action, Adventure, Horror, Shounen, Vampire	Movie	1	7.77
Sidonia no Kishi	Action, Mecha, Sci-Fi, Seinen, Space	TV	12	7.87
One Piece Movie 9: Episode of Chopper Plus - Fuyu ni Saku, Kiseki no Sakura	Action, Adventure, Comedy, Fantasy, Shounen, Super Power	Movie	1	7.65
One Piece Movie 8: Episode of Alabasta - Sabaku no Oujo to Kaizoku-tachi	Action, Adventure, Fantasy, Shounen	Movie	1	7.44
Lupin III: Cagliostro no Shiro	Adventure, Comedy, Shounen	Movie	1	8.2
Plawres Sanshirou	Adventure, Mecha, School, Sci-Fi, Shounen, Sports	TV	37	7.66
Hoshizora e Kakaru Hashi	Comedy, Ecchi, Harem, Romance, School	TV	12	7.04
Druaga no Tou: The Aegis of Uruk	Adventure, Comedy, Fantasy	TV	12	7.35
Tantei Opera Milky Holmes	Comedy, Mystery, Super Power	TV	12	7.04
Ie Naki Ko Remi	Adventure, Drama, Historical, Slice of Life	TV	23	8.03
Lupin III: Ai no Da Capo - Fujiko&#039;s Unlucky Days	Action, Adventure, Comedy, Shounen	Special	1	7.04
Medaka Box	Action, Comedy, Ecchi, Martial Arts, School, Shounen, Super Power	TV	12	7.21
Ninin ga Shinobuden	Comedy, Martial Arts, Parody	TV	12	7.03
Ochamegami Monogatari: Korokoro Pollon	Comedy, Magic, Parody	TV	46	7.13
Saint Seiya: Soul of Gold	Action, Adventure, Fantasy, Sci-Fi, Shounen	ONA	13	7.28
InuYasha	Action, Adventure, Comedy, Demons, Fantasy, Magic, Romance, Shounen, Supernatural	TV	167	7.89
Seigi wo Aisuru Mono Gekkou Kamen	Action, Mystery	TV	39	7.01
Noein: Mou Hitori no Kimi e	Adventure, Drama, Sci-Fi, Slice of Life	TV	24	7.74
Candy Candy	Drama, Shoujo, Slice of Life	TV	115	7.58
Ghost in the Shell: Arise - Border:1 Ghost Pain	Mecha, Police, Psychological, Sci-Fi	Movie	1	7.64
Toaru Majutsu no Index 10th Anniversary PV	Action, Comedy, Magic, Sci-Fi, Super Power	Special	1	7.11
Arslan Senki (TV): Fuujin Ranbu	Action, Adventure, Drama, Fantasy, Historical, Shounen, Supernatural	TV	8	7.7
Kazoku Robinson Hyouryuuki: Fushigi na Shima no Flone	Adventure, Drama, Historical, Slice of Life	TV	50	7.35
Angel Beats!: Another Epilogue	Drama, School, Supernatural	Special	1	7.63
Shakugan no Shana II (Second) Specials	Comedy, Parody	Special	3	7.33
Captain Tsubasa: Sekai Daikessen!! Jr. World Cup	Action, Shounen, Sports	Movie	1	7
Hachimitsu to Clover II	Drama, Josei, Romance	TV	12	8.37
Mermaid Forest	Drama, Fantasy, Horror, Mystery	TV	13	7.16
Saiyuuki Reload	Action, Adventure, Comedy, Drama, Fantasy, Shoujo	TV	25	7.54
Grisaia no Rakuen	Drama, Harem, Psychological, Romance	TV	10	8.08
Natsume Yuujinchou Shi	Drama, Fantasy, Shoujo, Slice of Life, Supernatural	TV	13	8.75
Durarara!!x2 Ten	Action, Mystery, Supernatural	TV	12	8.12
Cyborg 009: The Cyborg Soldier	Action, Adventure, Mecha, Sci-Fi, Shounen	TV	52	7.36
Halo Legends	Action, Drama, Military, Sci-Fi	ONA	9	7.18
Mainichi Kaasan	Comedy, Slice of Life	TV	142	7.71
Kokoro Connect: Michi Random	Comedy, Drama, Romance, School, Slice of Life, Supernatural	Special	4	8.19
Hanbun no Tsuki ga Noboru Sora	Comedy, Drama, Romance	TV	6	7.69
Prince of Tennis	Action, Comedy, School, Shounen, Sports	TV	178	8.04
Dragon Quest: Abel Yuusha Densetsu	Action, Adventure, Fantasy, Shounen	TV	43	7.15
Dragon Ball Z Movie 09: Ginga Girigiri!! Bucchigiri no Sugoi Yatsu	Adventure, Comedy, Fantasy, Sci-Fi, Shounen	Movie	1	7.36
Bakusou Kyoudai Let&#039;s &amp; Go WGP	Cars, Shounen, Sports	TV	51	7.07
Kara no Kyoukai 3: Tsuukaku Zanryuu	Action, Drama, Mystery, Supernatural, Thriller	Movie	1	8.21
Dororo to Hyakkimaru	Action, Adventure, Supernatural	TV	26	7.25
Mobile Suit Gundam Seed: After-Phase Between the Stars	Action, Drama, Mecha, Sci-Fi	Special	1	7.16
Akira	Action, Adventure, Horror, Military, Sci-Fi, Supernatural	Movie	1	8.15
Dragon Ball Z	Action, Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power	TV	291	8.32
Saiyuuki Reload Gunlock	Action, Adventure, Comedy, Fantasy, Shoujo	TV	26	7.56
Chobits	Comedy, Drama, Ecchi, Romance, Sci-Fi, Seinen	TV	26	7.57
Cardcaptor Sakura Movie 2: Fuuin Sareta Card	Comedy, Drama, Fantasy, Magic, Romance, Shoujo	Movie	1	8.28
Lupin III: Lupin Ansatsu Shirei	Action, Adventure, Comedy, Shounen	Special	1	7.08
Huyao Xiao Hongniang: Wangquan Fugui	Comedy, Romance, Supernatural	ONA	14	7.8
Kanojo to Kanojo no Neko: Everything Flows	Psychological, Romance, Slice of Life	TV	4	7.75
Okusama ga Seitokaichou!: Okusama Gekijou	Comedy, Shounen	Special	12	7.04
Bamboo Blade	Comedy, School, Seinen, Sports	TV	26	7.45
Strawberry Panic	Drama, Romance, School, Shoujo Ai	TV	26	7.45
Shijou Saikyou no Deshi Kenichi	Action, Comedy, Martial Arts, School, Shounen	TV	50	8.25
Ghost in the Shell: Stand Alone Complex 2nd GIG	Action, Mecha, Military, Mystery, Police, Sci-Fi, Seinen	TV	26	8.57
Gate: Jieitai Kanochi nite, Kaku Tatakaeri	Action, Adventure, Fantasy, Military	TV	12	7.97
Miyori no Mori	Drama, Fantasy, Slice of Life	Special	1	7.07
Grisaia no Rakuen Specials	Ecchi	Special	5	7.09
High School Fleet	Action, Military, School	TV	12	7.3
Hinata no Aoshigure	Adventure, Fantasy, Romance	Movie	1	7.16
Naruto: Shippuuden Movie 4 - The Lost Tower	Action, Comedy, Martial Arts, Shounen, Super Power	Movie	1	7.53
Blood-C: The Last Dark	Action, Horror, Supernatural, Vampire	Movie	1	7.33
Night Walker: Mayonaka no Tantei	Action, Comedy, Horror, Mystery, Vampire	TV	12	7.09
Kuroko no Basket	Comedy, School, Shounen, Sports	TV	25	8.46
Tentai Senshi Sunred 2nd Season	Comedy, Parody, Seinen, Super Power	TV	26	8.07
Chou Hatsumei Boy Kanipan	Adventure, Comedy, Mecha, Romance	TV	21	7.01
Major S6	Comedy, Drama, Sports	TV	25	8.49
Muteki Kanban Musume	Action, Comedy, Martial Arts, Parody, Shounen	TV	12	7.22
Afro Samurai	Action, Adventure, Samurai	TV	5	7.41
Towa no Quon 2: Konton no Ranbu	Action, Mystery, Super Power, Supernatural	Movie	1	7.53
Keijo!!!!!!!!	Ecchi, Shounen, Sports	TV	12	7.22
Digimon Frontier: Ornismon Fukkatsu!!	Adventure, Comedy, Drama, Fantasy, Shounen	Movie	1	7.02
Doraemon (2005)	Comedy, Kids, Sci-Fi, Shounen	TV	Unknown	7.59
Ao no Exorcist Movie	Action, Demons, Fantasy, Shounen, Supernatural	Movie	1	7.88
Musaigen no Phantom World	Action, Comedy, Fantasy, Slice of Life, Supernatural	TV	13	7.03
Ansatsu Kyoushitsu (TV) 2nd Season: Kagaijugyou-hen	Action, Comedy, School, Shounen	ONA	8	7.88
Usavich II	Adventure, Comedy	TV	13	7.27
Love Hina Haru Special: Kimi Sakura Chiru Nakare!!	Adventure, Comedy, Romance	Special	1	7.31
Saiunkoku Monogatari Soushuuhen	Adventure, Comedy, Drama, Fantasy, Historical, Romance	Special	9	7.41
Tanoshii Muumin Ikka	Adventure, Comedy, Fantasy, Kids, Slice of Life	TV	78	7.95
Kyou kara Maou!	Adventure, Comedy, Demons, Fantasy, Shoujo	TV	78	7.88
Strike Witches 2	Action, Ecchi, Magic, Military, Sci-Fi	TV	12	7.43
Hellsing: Psalm of Darkness	Action, Seinen, Supernatural, Vampire	Special	1	7.16
Tatsu no Ko Tarou	Adventure, Demons, Fantasy, Historical	Movie	1	7.07
Gokukoku no Brynhildr	Drama, Mystery, Sci-Fi, Seinen	TV	13	7.09
Yuri!!! on Ice	Comedy, Sports	TV	12	8.61
Mujin Wakusei Survive	Action, Adventure, Fantasy, Sci-Fi, Slice of Life	TV	52	7.72
Druaga no Tou: The Sword of Uruk	Adventure, Fantasy	TV	12	7.39
Haikyuu!!	Comedy, Drama, School, Shounen, Sports	TV	25	8.68
Terra Formars	Action, Drama, Horror, Sci-Fi, Seinen, Space	TV	13	7.14
Kono Danshi, Mahou ga Oshigoto Desu.	Fantasy, Magic, Shounen Ai	TV	4	7.13
Dance in the Vampire Bund	Action, Supernatural, Vampire	TV	12	7.2
Ojamajo Doremi Sharp Movie	Kids, Magic, Shoujo	Movie	1	7.29
Zero no Tsukaima: Princesses no Rondo - Yuuwaku no Sunahama	Comedy, Ecchi, Fantasy, Harem, Magic	Special	1	7.42
Ima, Soko ni Iru Boku	Adventure, Drama, Fantasy, Military, Sci-Fi	TV	13	7.81
91 Days	Action, Drama, Historical	TV	12	7.93
Slayers: The Motion Picture	Adventure, Comedy, Fantasy, Magic, Shounen	Movie	1	7.39
Toki wo Kakeru Shoujo	Adventure, Drama, Romance, Sci-Fi	Movie	1	8.44
Kishin Douji Zenki	Action, Comedy, Drama, Ecchi, Fantasy, Horror, Magic, Shounen	TV	51	7.09
High School DxD BorN	Action, Comedy, Demons, Ecchi, Harem, Romance, School	TV	12	7.71
Sekirei: Pure Engagement	Action, Comedy, Ecchi, Harem, Super Power	TV	13	7.61
Chrome Shelled Regios	Action, Adventure, Fantasy, School, Sci-Fi	TV	24	7.57
Princess Princess	Comedy, School, Shoujo	TV	12	7.16
Harukanaru Toki no Naka de: Hachiyou Shou	Demons, Fantasy, Historical, Magic, Shoujo, Supernatural	TV	26	7.18
Planetarian: Chiisana Hoshi no Yume	Drama, Sci-Fi	ONA	5	7.61
Tottoko Hamtarou	Adventure, Comedy, Kids	TV	296	7.03
Tistou Midori no Oyayubi	Historical, Magic	Movie	1	7.1
Loveless	Action, Drama, Fantasy, Mystery, Romance, Shoujo, Shounen Ai, Supernatural	TV	12	7.19
Tenchi Muyou! GXP	Action, Comedy, Harem, Mecha, Police, Sci-Fi, Shounen, Space	TV	26	7.25
Hayate no Gotoku! Can&#039;t Take My Eyes Off You	Comedy, Harem, Parody, Shounen	TV	12	7.11
Densetsu no Yuusha Da Garn	Mecha, Sci-Fi, Shounen	TV	46	7.34
Gotou ni Naritai.	Drama, School, Slice of Life	Movie	1	7.29
Ginga Senpuu Braiger	Action, Adventure, Mecha, Space	TV	39	7.02
Buddy Complex: Kanketsu-hen - Ano Sora ni Kaeru Mirai de	Action, Mecha, Sci-Fi	Special	2	7.33
Shinigami no Ballad.	Drama, Fantasy, Psychological, Supernatural	TV	6	7.05
Shuangsheng Lingtan	Mystery, Psychological	ONA	20	7.45
Gaiking: Legend of Daiku-Maryu	Action, Mecha, Sci-Fi	TV	39	7.27
Prince of Tennis: Atobe&#039;s Gift	Comedy, Shounen, Sports	Movie	1	7.63
Detective Conan Movie 18: The Sniper from Another Dimension	Action, Mystery, Police, Shounen	Movie	1	8.17
Digimon Adventure Movie	Action, Fantasy, Kids, Sci-Fi	Movie	1	7.61
Neon Genesis Evangelion: Death &amp; Rebirth	Drama, Mecha, Psychological, Sci-Fi	Movie	1	7.51
Fairy Tail Movie 1: Houou no Miko - Hajimari no Asa	Fantasy, Magic, Shounen	Special	1	7.49
Mahouka Koukou no Rettousei	Magic, Romance, School, Sci-Fi, Supernatural	TV	26	7.76
Scryed Alteration II: Quan	Action, Adventure, Sci-Fi, Shounen, Super Power	Movie	1	7.06
Shirobako Specials	Adventure, Comedy	Special	2	7.03
Little Busters!: Refrain	Comedy, Drama, Romance, School, Slice of Life, Supernatural	TV	13	8.36
Kyojin no Hoshi	Drama, Sports	TV	182	7.12
Asura Cryin&#039; 2	Action, Mecha, Supernatural	TV	13	7.47
Yozakura Quartet: Hana no Uta	Action, Comedy, Magic, Shounen, Super Power, Supernatural	TV	13	7.61
Gokudou-kun Manyuuki	Adventure, Comedy, Fantasy, Magic	TV	26	7.61
Bungou Stray Dogs 2nd Season	Mystery, Seinen, Supernatural	TV	12	8.39
Keroro Gunsou: KeroZero Shupattsudayo! Zeninshuugou!	Action, Adventure, Comedy, Mecha, Shounen, Space	Special	1	7.15
Kamisama Dolls	Action, Seinen, Supernatural	TV	13	7.14
Cardfight!! Vanguard G: Next	Action, Game, Shounen	TV	Unknown	7.16
Harukanaru Toki no Naka de 3: Kurenai no Tsuki	Action, Fantasy, Historical, Military, Shoujo	Special	1	7.01
Shinsekai yori	Drama, Horror, Mystery, Sci-Fi, Supernatural	TV	25	8.53
Hare Tokidoki Buta (TV)	Comedy	TV	61	7.04
Ouritsu Uchuugun: Honneamise no Tsubasa	Action, Drama, Military, Sci-Fi, Space	Movie	1	7.72
Initial D First Stage	Action, Cars, Drama, Seinen, Sports	TV	26	8.23
Hi no Tori: Houou-hen	Drama, Fantasy, Historical	Movie	1	7.13
Mangaka-san to Assistant-san to The Animation	Comedy, Ecchi, Harem, Seinen, Slice of Life	TV	12	7.37
D.Gray-man	Action, Adventure, Comedy, Shounen	TV	103	8.2
Break Blade 6: Doukoku no Toride	Action, Mecha, Military, Shounen	Movie	1	7.82
Kaitou Joker 2nd Season	Adventure, Comedy, Mystery, Shounen	TV	13	7.25
Chirin no Suzu	Adventure, Drama, Fantasy	Movie	1	7.22
Vampire Hunter D	Action, Horror, Sci-Fi, Supernatural, Vampire	Movie	1	7.26
Dennou Boukenki Webdiver	Adventure, Mecha, Sci-Fi, Shounen	TV	52	7.12
Kinnikuman	Adventure, Comedy, Shounen, Sports	TV	137	7.35
Junjou Romantica Special	Comedy, Romance, Shounen Ai	Special	1	7.64
Jormungand: Perfect Order - First Stage Soushuuhen	Action, Adventure, Seinen	Special	1	7.37
Mushishi Zoku Shou: Odoro no Michi	Adventure, Fantasy, Historical, Mystery, Seinen, Slice of Life, Supernatural	Special	1	8.54
Ultra Maniac	Comedy, Magic, Romance, School, Shoujo	TV	26	7.3
Di Gi Charat Nyo	Comedy, Fantasy, Sci-Fi	TV	104	7.32
Toriko: Jump Super Anime Tour 2009 Special	Action, Adventure, Comedy, Shounen, Super Power	Special	1	7.13
Daa! Daa! Daa!	Comedy, Sci-Fi, Shoujo	TV	78	7.81
One Piece: Episode of Nami - Koukaishi no Namida to Nakama no Kizuna	Action, Adventure, Comedy, Drama, Fantasy, Shounen, Super Power	Special	1	8.27
Detective Conan Movie 10: Requiem of the Detectives	Adventure, Comedy, Mystery, Police, Shounen	Movie	1	8.21
Mobile Suit Gundam Thunderbolt: December Sky	Action, Drama, Mecha, Military, Sci-Fi, Space	Movie	1	7.92
Shokugeki no Souma	Ecchi, School, Shounen	TV	24	8.61
Bishoujo Senshi Sailor Moon: Sailor Stars	Adventure, Comedy, Drama, Fantasy, Magic, Romance, Shoujo	TV	34	7.99
Kami nomi zo Shiru Sekai II	Comedy, Harem, Romance, Shounen, Supernatural	TV	12	8.12
Black Jack (TV): Hizouban Specials	Adventure	Special	2	7.29
City Hunter &#039;91	Action, Comedy, Mystery, Shounen	TV	13	7.91
Pokemon: Mizu no Miyako no Mamorigami Latias to Latios	Adventure, Comedy, Drama, Fantasy, Kids	Movie	1	7.32
NHK ni Youkoso!	Comedy, Drama, Psychological, Romance	TV	24	8.4
Pokemon XY: Mega Evolution	Action, Adventure, Comedy, Fantasy, Kids	Special	4	7.7
Layton Kyouju to Eien no Utahime	Mystery	Movie	1	7.69
Hoshi wo Ou Kodomo	Adventure, Fantasy, Romance	Movie	1	7.81
Future Card Buddyfight	Game	TV	64	7.17
Cross Road	School, Slice of Life	Special	1	7.58
Space Dandy	Comedy, Sci-Fi, Space	TV	13	7.86
Cardcaptor Sakura Specials	Comedy	Special	3	7.62
The Sky Crawlers	Drama, Military	Movie	1	7.4
Shiki Specials	Horror, Mystery, Supernatural, Vampire	Special	2	7.93
Kaze Tachinu	Drama, Historical, Romance	Movie	1	8.24
Persona 4 the Animation: No One is Alone	Adventure, Mystery, School, Sci-Fi, Super Power, Supernatural	Special	1	7.6
Aura Battler Dunbine	Adventure, Mecha, Sci-Fi	TV	49	7.14
Hayate no Gotoku! Cuties	Comedy, Harem, Parody, Romance, Shounen	TV	12	7.15
Kyouran Kazoku Nikki	Comedy, Sci-Fi	TV	26	7.36
Working&#039;!!	Comedy, Slice of Life	TV	13	7.98
Blood+	Action, Drama, Horror, Military, Mystery, Supernatural, Vampire	TV	50	7.8
Kotonoha no Niwa	Drama, Psychological, Romance, Slice of Life	Movie	1	8.35
Miracle Giants Doumu-kun	Sports	TV	49	7.46
Shin Chou Kyou Ryo: Condor Hero II	Adventure, Drama, Historical, Romance	TV	26	7.51
Yuu Yuu Hakusho: Meikai Shitou-hen - Honoo no Kizuna	Action, Comedy	Movie	1	7.34
Code Geass: Hangyaku no Lelouch - Kiseki no Birthday Picture Drama	School, Supernatural	Special	1	7.05
Ghost in the Shell (2015)	Action, Mecha, Police, Psychological, Sci-Fi	Movie	1	7.67
Major S5	Comedy, Drama, Romance, Sports	TV	25	8.58
Doraemon Movie 30: Nobita no Ningyo Daikaisen	Adventure, Comedy, Fantasy, Kids, Shounen	Movie	1	7.34
Zegapain	Action, Mecha, Romance, Sci-Fi	TV	26	7.47
Aldnoah.Zero	Action, Mecha, Sci-Fi	TV	12	7.66
Detective Conan Movie 17: Private Eye in the Distant Sea	Adventure, Comedy, Mystery, Police, Shounen	Movie	1	7.84
Kill la Kill Special	Action, Comedy, School, Super Power	Special	1	7.82
Tatakae! Chou Robot Seimeitai Transformers	Adventure, Mecha, Sci-Fi, Shounen	TV	98	7.67
Sango Shou Densetsu: Aoi Umi no Elfie	Adventure, Sci-Fi	Movie	1	7.33
Koi to Senkyo to Chocolate Special	Drama, Romance, School	Special	1	7.03
Junjou Romantica	Comedy, Drama, Romance, Shounen Ai	TV	12	8.08
Futatsu no Spica	Drama, School, Sci-Fi, Supernatural	TV	20	7.47
Sakasama no Patema	Sci-Fi, Seinen	Movie	1	8.23
Paniponi Dash!	Comedy, Parody, School	TV	26	7.57
Tsukuyomi: Moon Phase	Comedy, Fantasy, Romance, Seinen, Vampire	TV	25	7.16
Mahou Shoujo Lyrical Nanoha: The Movie 1st	Action, Comedy, Drama, Magic, Super Power	Movie	1	8.04
Karin	Comedy, Romance, School, Shounen, Vampire	TV	24	7.33
Kuroshitsuji II Specials	Comedy, Fantasy, Parody, Shounen, Supernatural	Special	6	7.73
Pokemon: Mewtwo no Gyakushuu	Action, Adventure, Comedy, Drama, Fantasy, Kids	Movie	1	7.66
Fate/stay night: Unlimited Blade Works	Action, Fantasy, Magic, Shounen, Supernatural	TV	12	8.42
Ansatsu Kyoushitsu	Action, Comedy, Shounen	Special	1	7.28
Daikuu Maryuu Gaiking	Adventure, Mecha, Sci-Fi, Shounen	TV	44	7.02
Kaze no Tani no Nausicaa	Adventure, Fantasy	Movie	1	8.47
Gugure! Kokkuri-san	Comedy, Shounen, Supernatural	TV	12	7.69
UFO Robo Grendizer	Mecha, Sci-Fi, Shounen	TV	74	7.66
Generator Gawl	Action, Adventure, Comedy, Drama, Sci-Fi, Shounen	TV	12	7.13
Project A-Ko	Action, Adventure, Comedy, Mecha, Sci-Fi, Super Power	Movie	1	7.02
Crayon Shin-chan Movie 22: Gachinko! Gyakushuu no Robo To-chan	Comedy, Kids, Shounen	Movie	1	7.4
Toaru Kagaku no Railgun S	Action, Sci-Fi, Super Power	TV	24	8.16
Gamba no Bouken	Adventure, Kids	TV	26	7.16
Higashi no Eden Soushuuhen: Air Communication	Comedy, Mystery, Romance	Movie	1	7.79
Maison Ikkoku: Prelude - Meguru Haru no Sakura no you ni...	Comedy, Drama, Romance	Special	1	7.1
Detective Conan Movie 12: Full Score of Fear	Adventure, Comedy, Mystery, Police, Shounen	Movie	1	7.94
Ramayana: The Legend of Prince Rama	Adventure	Movie	1	7.4
